Data;Regional;UC;Familias1;Produtos;Producao;Unidade;V.Total;;;
;Madeira;RDS do Madeira;1;Farinha;50;Kg;0;;;
;Madeira;RDS do Madeira;1;Castanha;400;Kg;1600;;;
;Madeira;RDS do Madeira;1;Farinha;300;Kg;1500;;;
;Madeira;RDS do Madeira;1;Cacau;500;Kg;4000;;;
;Madeira;RDS do Madeira;1;Castanha;500;Kg;1250;;;
;Madeira;RDS do Madeira;1;Cacau;100;Kg;800;;;
;Madeira;RDS do Madeira;1;Castanha;300;Kg;900;;;
;Madeira;RDS do Madeira;1;Farinha;200;Kg;0;;;
;Madeira;RDS do Madeira;1;Castanha;470;Kg;1620;;;
;Madeira;RDS do Madeira;1;Cacau;700;Kg;5250;;;
;Madeira;RDS do Madeira;1;Castanha;50;Kg;225;;;
26/09/2016;Madeira;RDS do Madeira;1;Farinha;500;Kg;0;;;
;Madeira;RDS do Madeira;1;Castanha;4030;Kg;16000;;;
27/09/2016;Madeira;RDS do Madeira;1;Castanha;200;Kg;860;;;
;Madeira;RDS do Madeira;1;Farinha;1000;Kg;3420;;;
;Madeira;RDS do Madeira;1;Acai;900;Kg;900;;;
;Madeira;RDS do Madeira;1;Oleos;20;Kg;540;;;
27/09/2016;Madeira;RDS do Madeira;1;Castanha;350;Kg;1290;;;
;Madeira;RDS do Madeira;1;Farinha;1500;Kg;0;;;
;Madeira;RDS do Madeira;1;Acai;900;Kg;600;;;
;Madeira;RDS do Madeira;1;Oleos;20;Kg;540;;;
;Madeira;RDS do Madeira;1;Farinha;300;Kg;0;;;
;Madeira;RDS do Madeira;1;Castanha;100;Kg;300;;;
;Madeira;RDS do Madeira;1;Acai;360;Kg;0;;;
;Madeira;RDS do Madeira;1;Farinha;150;Kg;0;;;
;Madeira;RDS do Madeira;1;Farinha;200;Kg;0;;;
;Madeira;RDS do Madeira;1;Farinha;500;Kg;0;;;
;Madeira;RDS do Madeira;1;Farinha;500;Kg;1250;;;
;Madeira;RDS do Madeira;1;Castanha;700;Kg;2800;;;
;Madeira;RDS do Madeira;1;Acai;6000;Kg;10000;;;
;Madeira;RDS do Madeira;1;Farinha;200;Kg;0;;;
;Madeira;RDS do Madeira;1;Acai;3600;Kg;6000;;;
;Madeira;RDS do Madeira;1;Castanha;400;Kg;1600;;;
;Madeira;RDS do Madeira;1;Farinha;300;Kg;0;;;
;Madeira;RDS do Madeira;1;Farinha;450;Kg;0;;;
;Madeira;RDS do Madeira;1;Farinha;200;Kg;0;;;
;Madeira;RDS do Madeira;1;Castanha;60;Kg;150;;;
;Madeira;RDS do Madeira;1;Farinha;300;Kg;0;;;
;Madeira;RDS do Madeira;1;Castanha;120;Kg;300;;;
;Madeira;RDS do Madeira;1;Farinha;100;Kg;0;;;
;Madeira;RDS do Madeira;1;Cacau;300;Kg;1950;;;
;Madeira;RDS do Madeira;1;Farinha;1500;Kg;0;;;
;Madeira;RDS do Madeira;1;Cacau;80;Kg;560;;;
;Madeira;RDS do Madeira;1;Castanha;1000;Kg;1350;;;
;Madeira;RDS do Madeira;1;Farinha;200;Kg;0;;;
;Madeira;RDS do Madeira;1;Farinha;200;Kg;0;;;
;Madeira;RDS do Madeira;1;Castanha;500;Kg;1200;;;
;Madeira;RDS do Madeira;1;Farinha;300;Kg;0;;;
;Madeira;RDS do Madeira;1;Farinha;200;Kg;0;;;
;Madeira;RDS do Madeira;1;Castanha;1000;Kg;2850;;;
29/09/2016;Madeira;RDS do Madeira;1;Castanha;800;Kg;1800;;;
;Madeira;RDS do Madeira;1;Farinha;200;Kg;0;;;
;Madeira;RDS do Madeira;1;Farinha;100;Kg;0;;;
;Madeira;RDS do Madeira;1;Castanha;800;Kg;200;;;
;Madeira;RDS do Madeira;1;Castanha;800;Kg;175;;;
;Madeira;RDS do Madeira;1;Castanha;800;Kg;175;;;
16/10/2016;Madeira;RDS do Madeira;1;Castanha;600;Kg;1740;;;
;Madeira;RDS do Madeira;1;Castanha;600;Kg;1650;;;
;Madeira;RDS do Madeira;1;Farinha;500;Kg;750;;;
12/12/2016;Madeira;RDS do Madeira;1;Farinha;300;Kg;800;;;
;Madeira;RDS do Madeira;1;Oleos;100;Kg;2940;;;
;Madeira;RDS do Madeira;1;Acai;600;Kg;200;;;
16/12/2016;Madeira;RDS do Madeira;1;Farinha;500;Kg;900;;;
17/11/2016;Madeira;RDS do Madeira;1;Farinha;500;Kg;1440;;;
;Madeira;RDS do Madeira;1;Castanha;2000;Kg;5000;;;
17/12/2016;Madeira;RDS do Madeira;1;Farinha;500;Kg;800;;;
;Madeira;RDS do Madeira;1;Oleos;20;Kg;513;;;
16/12/2016;Madeira;RDS do Madeira;1;Farinha;500;Kg;400;;;
;Madeira;RDS do Madeira;1;Castanha;200;Kg;30;;;
16/12/2016;Madeira;RDS do Madeira;1;Farinha;1000;Kg;2700;;;
18/12/2016;Madeira;RDS do Madeira;1;Farinha;1000;Kg;3000;;;
19/12/2016;Madeira;RDS do Madeira;1;Farinha;750;Kg;2000;;;
;Madeira;RDS do Madeira;1;Castanha;400;Kg;1575;;;
19/12/2016;Madeira;RDS do Madeira;1;Farinha;250;Kg;600;;;
19/12/2016;Madeira;RDS do Madeira;1;Farinha;250;Kg;480;;;
17/12/2016;Madeira;RDS do Madeira;1;Farinha;500;Kg;1500;;;
;Madeira;RDS do Madeira;1;Oleos;30;Kg;725;;;
17/12/2016;Madeira;RDS do Madeira;1;Farinha;750;Kg;800;;;
17/12/2016;Madeira;RDS do Madeira;1;Farinha;250;Kg;240;;;
;Madeira;RDS do Madeira;1;Castanha;80;Kg;210;;;
16/12/2016;Madeira;RDS do Madeira;1;Oleos;80;Kg;2000;;;
16/12/2016;Madeira;RDS do Madeira;1;Castanha;500;Kg;1200;;;
;Madeira;RDS do Madeira;1;Oleos;4;Kg;56;;;
16/12/2016;Madeira;RDS do Madeira;1;Farinha;400;Kg;1600;;;
;Madeira;RDS do Madeira;1;Oleos;18;Kg;450;;;
;Madeira;RDS do Madeira;1;Cacau;40;Kg;280;;;
;Madeira;RDS do Madeira;1;Cacau;100;Kg;500;;;
;Madeira;RDS do Madeira;1;Cacau;2;Kg;0;;;
;Madeira;RDS do Madeira;1;Cacau;100;Kg;630;;;
;Madeira;RDS do Madeira;1;Farinha;500;Kg;1200;;;
;Madeira;RDS do Madeira;1;Castanha;100;Kg;400;;;
;Madeira;RDS do Madeira;1;Cacau;40;Kg;280;;;
;Madeira;RDS do Madeira;1;Cacau;20;Kg;100;;;
;Madeira;RDS do Madeira;1;Farinha;250;Kg;0;;;
;Madeira;RDS do Madeira;1;Farinha;100;Kg;0;;;
;Madeira;RDS do Madeira;1;Castanha;200;Kg;800;;;
;Madeira;RDS do Madeira;1;Castanha;320;Kg;1440;;;
;Madeira;RDS do Madeira;1;Oleos;25;Kg;625;;;
;Madeira;RDS do Madeira;1;Farinha;500;Kg;0;;;
;Madeira;RDS do Madeira;1;Farinha;100;Kg;0;;;
;Madeira;RDS do Madeira;1;Castanha;250;Kg;600;;;
;Madeira;RDS do Madeira;1;Farinha;400;Kg;0;;;
;Madeira;RDS do Madeira;1;Castanha;650;Kg;1920;;;
;Madeira;RDS do Madeira;1;Oleos;80;Kg;1600;;;
;Madeira;RDS do Madeira;1;Castanha;450;Kg;1200;;;
;Madeira;RDS do Madeira;1;Farinha;100;Kg;200;;;
;Madeira;RDS do Madeira;1;Farinha;100;Kg;0;;;
;Madeira;RDS do Madeira;1;Farinha;250;Kg;0;;;
;Madeira;RDS do Madeira;1;Castanha;170;Kg;450;;;
;Madeira;RDS do Madeira;1;Oleos;40;Kg;1000;;;
;Madeira;RDS do Madeira;1;Farinha;500;Kg;1500;;;
;Madeira;RDS do Madeira;1;Farinha;1000;Kg;0;;;
;Madeira;RDS do Madeira;1;Castanha;150;Kg;286;;;
;Madeira;RDS do Madeira;1;Oleos;40;Kg;1000;;;
;Madeira;RDS do Madeira;1;Farinha;150;Kg;0;;;
;Madeira;RDS do Madeira;1;Castanha;250;Kg;625;;;
;Madeira;RDS do Madeira;1;Farinha;400;Kg;0;;;
;Madeira;RDS do Madeira;1;Oleos;80;Kg;1950;;;
;Madeira;RDS do Madeira;1;Farinha;50;Kg;0;;;
;Madeira;RDS do Madeira;1;Farinha;100;Kg;0;;;
;Madeira;RDS do Madeira;1;Castanha;800;Kg;2340;;;
;Madeira;RDS do Madeira;1;Castanha;150;Kg;360;;;
;Madeira;RDS do Madeira;1;Oleos;120;Kg;3000;;;
;Madeira;RDS do Madeira;1;Castanha;200;Kg;760;;;
;Madeira;RDS do Madeira;1;Oleos;15;Kg;375;;;
;Madeira;RDS do Madeira;1;Farinha;100;Kg;0;;;
;Madeira;RDS do Madeira;1;Oleos;15;Kg;375;;;
;Madeira;RDS do Madeira;1;Castanha;550;Kg;1500;;;
;Madeira;RDS do Madeira;1;Farinha;500;Kg;0;;;
;Madeira;RDS do Madeira;1;Farinha;1300;Kg;3600;;;
;Madeira;RDS do Madeira;1;Farinha;500;Kg;900;;;
;Madeira;RDS do Madeira;1;Farinha;500;Kg;520;;;
28/12/2016;Madeira;RDS do Madeira;1;Farinha;500;Kg;480;;;
;Madeira;RDS do Madeira;1;Farinha;600;Kg;650;;;
17/12/2016;Madeira;RDS do Madeira;1;Farinha;1000;Kg;2100;;;
;Madeira;RDS do Madeira;1;Farinha;750;Kg;1800;;;
;Madeira;RDS do Madeira;1;Castanha;820;Kg;3440;;;
13/12/2016;Madeira;RDS do Madeira;1;Farinha;500;Kg;945;;;
;Madeira;RDS do Madeira;1;Castanha;1200;Kg;4200;;;
14/12/2016;Madeira;RDS do Madeira;1;Castanha;120;Kg;360;;;
;Madeira;RDS do Madeira;1;Farinha;500;Kg;1200;;;
13/12/2016;Madeira;RDS do Madeira;1;Farinha;1200;Kg;3000;;;
;Madeira;RDS do Madeira;1;Castanha;700;Kg;2600;;;
13/12/2016;Madeira;RDS do Madeira;1;Farinha;900;Kg;1400;;;
;Madeira;RDS do Madeira;1;Castanha;700;Kg;2800;;;
18/12/2016;Madeira;RDS do Madeira;1;Farinha;600;Kg;1120;;;
;Madeira;RDS do Madeira;1;Castanha;500;Kg;800;;;
;Madeira;RDS do Madeira;1;Farinha;1000;Kg;2160;;;
13/12/2016;Madeira;RDS do Madeira;1;Farinha;400;Kg;300;;;
;Madeira;RDS do Madeira;1;Castanha;800;Kg;3440;;;
13/12/2016;Madeira;RDS do Madeira;1;Farinha;1000;Kg;2400;;;
;Madeira;RDS do Madeira;1;Castanha;750;Kg;2800;;;
16/12/2016;Madeira;RDS do Madeira;1;Farinha;400;Kg;840;;;
;Madeira;RDS do Madeira;1;Castanha;80;Kg;315;;;
13/12/2016;Madeira;RDS do Madeira;1;Farinha;1000;Kg;3600;;;
;Madeira;RDS do Madeira;1;Castanha;200;Kg;810;;;
13/12/2016;Madeira;RDS do Madeira;1;Farinha;500;Kg;300;;;
;Madeira;RDS do Madeira;1;Castanha;150;Kg;400;;;
;Madeira;RDS do Madeira;1;Castanha;1000;Kg;3870;;;
13/12/2016;Madeira;RDS do Madeira;1;Farinha;500;Kg;1200;;;
;Madeira;RDS do Madeira;1;Castanha;800;Kg;2800;;;
13/12/2016;Madeira;RDS do Madeira;1;Farinha;1150;Kg;3000;;;
;Madeira;RDS do Madeira;1;Castanha;700;Kg;2720;;;
11/12/2016;Madeira;RDS do Madeira;1;Farinha;600;Kg;900;;;
;Madeira;RDS do Madeira;1;Castanha;980;Kg;2100;;;
13/01/2016;Madeira;RDS do Madeira;1;Farinha;500;Kg;800;;;
;Madeira;RDS do Madeira;1;Castanha;700;Kg;2100;;;
17/12/0216;Madeira;RDS do Madeira;1;Farinha;750;Kg;1350;;;
;Madeira;RDS do Madeira;1;Castanha;400;Kg;1295;;;
17/12/2016;Madeira;RDS do Madeira;1;Farinha;500;Kg;750;;;
;Madeira;RDS do Madeira;1;Castanha;250;Kg;920;;;
14/01/2016;Madeira;RDS do Madeira;1;Farinha;750;Kg;1120;;;
;Madeira;RDS do Madeira;1;Castanha;200;Kg;810;;;
15/12/016;Madeira;RDS do Madeira;1;Farinha;300;Kg;240;;;
17/12/2016;Madeira;RDS do Madeira;1;Castanha;1000;Kg;4050;;;
;Madeira;RDS do Madeira;1;Farinha;1000;Kg;1500;;;
17/12/2016;Madeira;RDS do Madeira;1;Farinha;500;Kg;750;;;
;Madeira;RDS do Madeira;1;Oleos;20;Kg;360;;;
17/12/2016;Madeira;RDS do Madeira;1;Castanha;80;Kg;270;;;
;Madeira;RDS do Madeira;1;Farinha;200;Kg;140;;;
17/12/2016;Madeira;RDS do Madeira;1;Castanha;80;Kg;225;;;
;Madeira;RDS do Madeira;1;Farinha;250;Kg;0;;;
16/12/2016;Madeira;RDS do Madeira;1;Castanha;450;Kg;1200;;;
;Madeira;RDS do Madeira;1;Farinha;2000;Kg;3750;;;
16/12/2016;Madeira;RDS do Madeira;1;Farinha;500;Kg;795;;;
;Madeira;RDS do Madeira;1;Castanha;750;Kg;2000;;;
;Madeira;RDS do Madeira;1;Oleos;30;Kg;300;;;
20/12/2016;Madeira;RDS do Madeira;1;Farinha;500;Kg;750;;;
;Madeira;RDS do Madeira;1;Castanha;750;Kg;2000;;;
;Madeira;RDS do Madeira;1;Farinha;150;Kg;0;;;
;Madeira;RDS do Madeira;1;Castanha;140;Kg;630;;;
;Madeira;RDS do Madeira;1;Farinha;300;Kg;0;;;
;Madeira;RDS do Madeira;1;Castanha;120;Kg;312;;;
;Madeira;RDS do Madeira;1;Castanha;400;Kg;1000;;;
;Madeira;RDS do Madeira;1;Castanha;110;Kg;495;;;
;Madeira;RDS do Madeira;1;Castanha;400;Kg;1575;;;
;Madeira;RDS do Madeira;1;Farinha;250;Kg;0;;;
;Madeira;RDS do Madeira;1;Castanha;770;Kg;2100;;;
11/12/2016;Jurua Jutai;Resex Gregorio;1;Farinha;2500;Kg;4000;;;
11/12/2016;Jurua Jutai;Resex Gregorio;1;Farinha;3000;Kg;5500;;;
06/10/2016;Jurua Jutai;Resex Gregorio;1;Farinha;120000;Kg;139200;;;
05/10/2016;Jurua Jutai;Resex Gregorio;1;Farinha;72000;Kg;20520;;;
05/10/2016;Jurua Jutai;Resex Gregorio;1;Farinha;162000;Kg;304800;;;
05/10/2016;Jurua Jutai;Resex Gregorio;1;Farinha;63000;Kg;70560;;;
05/10/2016;Jurua Jutai;Resex Gregorio;1;Farinha;60000;Kg;90000;;;
07/10/2016;Jurua Jutai;Resex Gregorio;1;Farinha;198000;Kg;324000;;;
05/10/2016;Jurua Jutai;Resex Gregorio;1;Farinha;108000;Kg;194400;;;
05/10/2016;Jurua Jutai;Resex Gregorio;1;Farinha;180000;Kg;342000;;;
05/10/2016;Jurua Jutai;Resex Gregorio;1;Farinha;42000;Kg;75600;;;
09/12/2016;Jurua Jutai;Resex Gregorio;1;Farinha;5000;Kg;10000;;;
09/12/2016;Jurua Jutai;Resex Gregorio;1;Farinha;10000;Kg;20000;;;
09/12/2016;Jurua Jutai;Resex Gregorio;1;Farinha;5000;Kg;10000;;;
09/12/2016;Jurua Jutai;Resex Gregorio;1;Borracha;160;Kg;880;;;
09/12/2016;Jurua Jutai;Resex Gregorio;1;Farinha;5000;Kg;10000;;;
09/12/2016;Jurua Jutai;Resex Gregorio;1;Borracha;200;Kg;1100;;;
09/12/2016;Jurua Jutai;Resex Gregorio;1;Farinha;5500;Kg;10000;;;
09/12/2016;Jurua Jutai;Resex Gregorio;1;Farinha;10000;Kg;2700;;;
10/12/2016;Jurua Jutai;Resex Gregorio;1;Farinha;7500;Kg;14000;;;
10/12/2016;Jurua Jutai;Resex Gregorio;1;Avicultura;3;Unidade;60;;;
10/12/2016;Jurua Jutai;Resex Gregorio;1;Borracha;160;Kg;800;;;
10/12/2016;Jurua Jutai;Resex Gregorio;1;Avicultura;60;Unidade;900;;;
09/11/2016;Jurua Jutai;Resex Gregorio;1;Farinha;38500;Kg;75200;;;
11/12/2016;Jurua Jutai;Resex Gregorio;1;Farinha;5000;Kg;7500;;;
11/12/2016;Jurua Jutai;Resex Gregorio;1;Farinha;3000;Kg;5000;;;
13/04 2016;Jurua Jutai;RDS Uacari;1;Farinha;44800;Kg;112000;;;
13/04/2016;Jurua Jutai;RDS Uacari;1;Farinha;5600;Kg;11200;;;
13/04/2016;Jurua Jutai;RDS Uacari;1;Farinha;18000;Kg;36000;;;
13/04 2017;Jurua Jutai;RDS Uacari;1;Farinha;3500;Kg;7000;;;
13/04/2016;Jurua Jutai;RDS Uacari;1;Farinha;14400;Kg;28800;;;
17/03/2016;Jurua Jutai;RDS Uacari;1;Farinha;6400;Kg;12800;;;
13/03/2016;Jurua Jutai;RDS Uacari;1;Farinha;7200;Kg;14400;;;
09/02/2016;Jurua Jutai;RDS Uacari;1;Acai;242;Kg;0;;;
09/02/2016;Jurua Jutai;RDS Uacari;1;Acai;2493;Kg;0;;;
09/02/2016;Jurua Jutai;RDS Uacari;1;Acai;66;Kg;0;;;
09/02/2016;Jurua Jutai;RDS Uacari;1;Acai;1884;Kg;0;;;
09/02/2016;Jurua Jutai;RDS Uacari;1;Acai;242;Kg;0;;;
09/02/2016;Jurua Jutai;RDS Uacari;1;Acai;423;Kg;0;;;
09/02/2016;Jurua Jutai;RDS Uacari;1;Acai;593;Kg;0;;;
09/02/2016;Jurua Jutai;RDS Uacari;1;Acai;97;Kg;0;;;
09/02/2016;Jurua Jutai;RDS Uacari;1;Acai;9245;Kg;0;;;
09/02/2016;Jurua Jutai;RDS Uacari;1;Acai;6466;Kg;0;;;
09/02/2016;Jurua Jutai;RDS Uacari;1;Acai;5120;Kg;0;;;
09/02/2016;Jurua Jutai;RDS Uacari;1;Acai;581;Kg;0;;;
09/02/2016;Jurua Jutai;RDS Uacari;1;Acai;919;Kg;0;;;
09/02/2016;Jurua Jutai;RDS Uacari;1;Acai;19422;Kg;0;;;
06/06/2016;Jurua Jutai;RDS Uacari;12;Pirarucu;13783;Kg;60940;;;
06/06/2016;Jurua Jutai;RDS Uacari;7;Pirarucu;3338;Kg;10477;;;
06/06/2016;Jurua Jutai;RDS Uacari;5;Pirarucu;4496;Kg;15834;;;
06/06/2016;Jurua Jutai;RDS Uacari;13;Pirarucu;3872;Kg;18664;;;
21/09/2016;Jurua Jutai;RDS Cujubim;;Pirarucu;872,8;Kg;10474;;;
22/09/2016;Jurua Jutai;RDS Cujubim;;Pirarucu;1599,4;Kg;19193;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;1200;Kg;2749;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Acai;120;Kg;200;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;9;Caixa;1260;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;825;Kg;1799;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;10;Caixa;1200;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;110;Kg;330;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;2990;Kg;8372;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Avicultura;12;Unidade;300;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;160;Kg;0;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;300;Kg;900;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;600;Kg;1440;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;540;Kg;1200;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Acai;60;Kg;0;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;2000;Kg;5400;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;22;Caixa;1980;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;200;Kg;0;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;40;Caixa;3080;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;700;Kg;1820;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;15;Caixa;1050;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;500;Kg;0;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;10;Caixa;770;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;1800;Kg;4350;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;3000;Kg;7500;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;150;Caixa;12000;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;600;Kg;1080;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;16;Caixa;960;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;2000;Kg;5850;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;30;Caixa;1800;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;180;Kg;325;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;20;Caixa;1080;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;300;Kg;625;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;30;Caixa;1800;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;500;Kg;880;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;7;Caixa;480;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;600;Kg;1430;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;30;Caixa;1500;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;650;Kg;1625;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;1;Caixa;120;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;490;Kg;1008;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;1;Caixa;130;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;700;Kg;1650;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;2150;Kg;5250;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;1000;Kg;2250;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;1500;Kg;2100;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;352,39;Kg;720;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;8;Caixa;480;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;560;Kg;1250;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;160;Kg;0;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;160;Kg;240;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;2;Caixa;240;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;65;Kg;0;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;9000;Kg;21600;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;2500;Kg;6500;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;3500;Kg;8400;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;1000;Kg;2470;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;800;Kg;2100;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;3;Caixa;180;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;100;Kg;0;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;500;Kg;800;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;350;Kg;720;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;200;Kg;455;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;7;Caixa;700;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;800;Kg;2340;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;1000;Kg;2500;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;50;Caixa;4000;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;1000;Kg;2500;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;14;Caixa;1120;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;150;Kg;0;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;150;Kg;450;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;500;Kg;840;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;20;Caixa;3000;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;1000;Kg;2660;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;65;Kg;120;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;1000;Kg;3250;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;350;Kg;1125;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;18;Caixa;1440;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;600;Kg;1210;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;30;Caixa;3600;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;200;Kg;400;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;2000;Kg;4900;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;30;Caixa;1200;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;3000;Kg;6500;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;3000;Kg;8400;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;500;Kg;1900;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;500;Kg;1300;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;25;Caixa;1500;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;4000;Kg;14000;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;3000;Kg;7000;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;6000;Kg;14400;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;3500;Kg;12600;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;1500;Kg;3600;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;500;Kg;900;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;300;Kg;594;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;2000;Kg;4140;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;160;Kg;250;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;3000;Kg;9000;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;5000;Kg;7000;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;3000;Kg;6250;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;3000;Kg;6250;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;64;Caixa;5888;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;500;Kg;1575;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;25;Caixa;2000;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;250;Kg;1500;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;300;Kg;600;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;6;Caixa;300;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;1000;Kg;2090;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;10;Caixa;450;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Farinha;2500;Kg;7200;;;
2016;Solimoes;RESEX Catua-Ipixuna;1;Castanha;30;Caixa;3450;;;
